rho	e	dif	type
0	0	0.00536630580354467	Method 1
0	0	0.0218160310838321	Method 1
0	0	0.00731566739790464	Method 1
0	0	-0.0576190176997459	Method 1
0	0	-0.015564513049804	Method 1
0	0	0.0138627339526814	Method 1
0	0	0.0398991579260782	Method 1
0	0	-0.0523755291233964	Method 1
0	0	0.0360197665422128	Method 1
0	0	-0.0313300485302148	Method 1
0	0	0.0347493791743811	Method 1
0	0	-0.0164066935088035	Method 1
0	0	-0.0335744100068913	Method 1
0	0	0.0382978784428855	Method 1
0	0	0.00890708224095401	Method 1
0	0	0.0328319386929376	Method 1
0	0	0.0402619284869699	Method 1
0	0	0.0329324146202556	Method 1
0	0	0.0142694411934683	Method 1
0	0	0.00240564255900977	Method 1
0	0	-0.0052461649751631	Method 1
0	0	0.0407832417581639	Method 1
0	0	-0.000318056275396006	Method 1
0	0	-0.030891276565446	Method 1
0	0	-0.019365995083795	Method 1
0	0	0.0173077924291662	Method 1
0	0	0.00205684869405993	Method 1
0	0	-0.000250796371765202	Method 1
0	0	-0.0466754105033085	Method 1
0	0	0.0260665113027901	Method 1
0	0	-0.0315545530687769	Method 1
0	0	0.0325413065351662	Method 1
0	0	0.00706710754112701	Method 1
0	0	0.0139258399061599	Method 1
0	0	-0.0275704499039566	Method 1
0	0	-0.0138497169927626	Method 1
0	0	-0.0116627551375584	Method 1
0	0	-0.0649636097643079	Method 1
0	0	0.0297188687136889	Method 1
0	0	0.0178933358867059	Method 1
0	0	-0.0300042301208941	Method 1
0	0	0.014702767050861	Method 1
0	0	-0.0168785190740133	Method 1
0	0	0.0502307182271566	Method 1
0	0	-0.0344371833737562	Method 1
0	0	0.0324579238686635	Method 1
0	0	-0.056036085503551	Method 1
0	0	0.00896415175914465	Method 1
0	0	-0.0433990402503561	Method 1
0	0	-0.00233776224351444	Method 1
0	0	0.0172659503664961	Method 1
0	0	0.052364855605576	Method 1
0	0	-0.00984739906257608	Method 1
0	0	0.0228109419185767	Method 1
0	0	0.000924278483095767	Method 1
0	0	0.0213255316663591	Method 1
0	0	0.0278063047559741	Method 1
0	0	-0.015961413590129	Method 1
0	0	0.0295031362668341	Method 1
0	0	0.00668171842746782	Method 1
0	0	0.0520672678750566	Method 1
0	0	0.038012286769642	Method 1
0	0	0.012662548251031	Method 1
0	0	-0.0135189689395647	Method 1
0	0	-0.00661772267381136	Method 1
0	0	0.000190869943649271	Method 1
0	0	0.0777324666714459	Method 1
0	0	-0.016991838454186	Method 1
0	0	0.0368036674171019	Method 1
0	0	-0.0276387545350423	Method 1
0	0	-0.0529958983932395	Method 1
0	0	0.0232352454884507	Method 1
0	0	0.000698970546110929	Method 1
0	0	-0.0245952144779016	Method 1
0	0	0.0194892920465585	Method 1
0	0	-0.0375726032004011	Method 1
0	0	-0.00742279669345315	Method 1
0	0	0.0281609741876888	Method 1
0	0	0.00430975107376189	Method 1
0	0	-0.0333928439858694	Method 1
0	0	-0.103578721857618	Method 1
0	0	-0.0119597351397207	Method 1
0	0	-0.00222492263560663	Method 1
0	0	0.0194892920465585	Method 1
0	0	0.0406211529012279	Method 1
0	0	-0.0234324621579222	Method 1
0	0	-0.0376687053636319	Method 1
0	0	-0.000918053265363324	Method 1
0	0	-0.0224930542135099	Method 1
0	0	-0.035747999968032	Method 1
0	0	-0.00461400336054902	Method 1
0	0	0.0370370679418084	Method 1
0	0	0.0469043632579699	Method 1
0	0	0.0523294797550371	Method 1
0	0	0.00395423417009775	Method 1
0	0	-0.0426850832067788	Method 1
0	0	0.00385399514552966	Method 1
0	0	0.0197802536044955	Method 1
0	0	-0.0300590775408172	Method 1
0	0	0.0240299596732983	Method 1
0	0	-0.0213150412613992	Method 1
0	0	0.0109048256743639	Method 1
