rho	e1	e2	e3	e4	pval1	pval2	pval3	pval4	Fisher	mvLMMs
0.1	0.1	0.1	0.1	0.1	0.217182	0.0363979	0.173292	0.0191958	0.007636633	0.03799739
0.1	0.1	0.1	0.1	0.1	0.623011	0.214412	0.0515934	0.476421	0.1810644	0.2977382
0.1	0.1	0.1	0.1	0.1	0.240142	0.212296	0.124008	0.0905254	0.06230775	0.1715255
0.1	0.1	0.1	0.1	0.1	0.00848827	0.0068592	0.116641	0.409858	0.001396681	0.007314613
0.1	0.1	0.1	0.1	0.1	0.13088	0.00699147	0.0429201	0.987627	0.01009919	0.01932971
0.1	0.1	0.1	0.1	0.1	0.0112598	0.00377856	0.00884605	0.000915238	9.734794e-07	5.347499e-05
0.1	0.1	0.1	0.1	0.1	0.000744542	0.00134596	0.00255855	0.188521	1.334877e-06	4.293539e-05
0.1	0.1	0.1	0.1	0.1	0.00568197	0.386185	0.0230374	0.0318817	0.0009543462	0.007606039
0.1	0.1	0.1	0.1	0.1	0.00195548	0.0112313	0.058912	0.00723991	1.500432e-05	0.0003535998
0.1	0.1	0.1	0.1	0.1	0.0295431	0.0263819	0.0184716	0.12647	0.001048111	0.009231514
0.1	0.1	0.1	0.1	0.1	0.0439319	0.0834024	0.142457	0.000522266	0.0002186112	0.002215446
0.1	0.1	0.1	0.1	0.1	0.109337	0.001103	0.0123467	0.00236753	6.895044e-06	0.000135107
0.1	0.1	0.1	0.1	0.1	0.155637	0.0486463	0.0662914	0.358298	0.02876882	0.08429309
0.1	0.1	0.1	0.1	0.1	0.000560478	0.00308072	0.00191077	0.162386	1.459707e-06	3.893012e-05
0.1	0.1	0.1	0.1	0.1	0.012459	0.229733	0.0177737	0.0948719	0.002257515	0.01663655
0.1	0.1	0.1	0.1	0.1	0.00252971	0.0997977	0.00929543	0.00183205	7.578279e-06	0.0001398772
0.1	0.1	0.1	0.1	0.1	0.105841	0.0128146	0.0561481	0.0807712	0.002534699	0.03435167
0.1	0.1	0.1	0.1	0.1	0.703181	0.206617	0.187297	4.66747e-05	0.0008048156	0.001574607
0.1	0.1	0.1	0.1	0.1	0.00368967	0.00676826	0.0758136	0.0719789	0.0001611006	0.002669779
0.1	0.1	0.1	0.1	0.1	0.000394634	0.207826	0.394909	7.4815e-05	4.798671e-06	3.577354e-05
0.1	0.1	0.1	0.1	0.1	0.00272515	0.0539043	0.0403871	0.210642	0.0007632231	0.006065692
0.1	0.1	0.1	0.1	0.1	0.00287466	0.0105174	0.000791643	0.0514564	2.898223e-06	7.721746e-05
0.1	0.1	0.1	0.1	0.1	0.198798	0.176445	0.739478	0.214609	0.2409671	0.3973491
0.1	0.1	0.1	0.1	0.1	0.000373245	0.733341	0.0714469	0.154752	0.001492708	0.003365118
0.1	0.1	0.1	0.1	0.1	0.0177714	0.252575	0.0010313	0.250139	0.0007593773	0.006944709
0.1	0.1	0.1	0.1	0.1	0.487134	0.000376442	0.033469	0.395164	0.001204506	0.002691048
0.1	0.1	0.1	0.1	0.1	0.109776	0.0349126	0.0684489	0.198176	0.01241848	0.05673989
0.1	0.1	0.1	0.1	0.1	0.0137463	0.0394598	0.22584	0.0338654	0.001812213	0.01040647
0.1	0.1	0.1	0.1	0.1	0.0105955	0.156194	0.00294872	0.0134365	7.198739e-05	0.0009122168
0.1	0.1	0.1	0.1	0.1	0.00219092	0.221329	0.0144703	0.00759476	6.114296e-05	0.001420781
0.1	0.1	0.1	0.1	0.1	0.00675998	0.918779	0.00404494	0.049508	0.0007036046	0.001313557
0.1	0.1	0.1	0.1	0.1	0.218447	0.00542554	0.128586	0.290249	0.01044595	0.02760662
0.1	0.1	0.1	0.1	0.1	0.00587285	0.000267357	0.000846318	0.000186892	2.20691e-09	5.617612e-07
0.1	0.1	0.1	0.1	0.1	0.0162475	0.0696501	0.00641413	0.318841	0.001268576	0.00712761
0.1	0.1	0.1	0.1	0.1	0.00746237	0.0024952	0.042859	0.119301	0.0001040173	0.001780789
0.1	0.1	0.1	0.1	0.1	0.00693409	0.387017	0.340239	0.0312602	0.007957195	0.02088495
0.1	0.1	0.1	0.1	0.1	0.00797987	0.00232477	0.000274298	0.0502443	7.592184e-07	5.280283e-05
0.1	0.1	0.1	0.1	0.1	0.00290785	0.291874	0.10067	0.00501038	0.0003261102	0.003048268
0.1	0.1	0.1	0.1	0.1	0.0105324	0.0412108	0.904238	0.0112635	0.002087824	0.01089938
0.1	0.1	0.1	0.1	0.1	0.00210273	0.000579271	0.0160774	0.0388989	1.760103e-06	6.124569e-05
0.1	0.1	0.1	0.1	0.1	0.0026584	0.118954	0.0259178	0.100156	0.0005509694	0.005266246
0.1	0.1	0.1	0.1	0.1	0.00700884	0.0128003	0.0859219	0.0107921	8.427488e-05	0.001028414
0.1	0.1	0.1	0.1	0.1	0.0109848	0.0796607	0.692491	0.0141767	0.003316286	0.008641701
0.1	0.1	0.1	0.1	0.1	0.091273	0.0684645	0.0271755	0.000391985	7.591065e-05	0.0008728339
0.1	0.1	0.1	0.1	0.1	0.00720989	0.0459005	0.00297607	0.0550714	7.301604e-05	0.001555198
0.1	0.1	0.1	0.1	0.1	0.0027083	0.0297607	0.0491501	0.131946	0.0003760841	0.003777716
0.1	0.1	0.1	0.1	0.1	0.00327554	0.170365	0.0342088	0.00617516	0.0001280055	0.002403459
0.1	0.1	0.1	0.1	0.1	0.00166837	0.106203	0.091206	0.00300403	6.215365e-05	0.0007324156
0.1	0.1	0.1	0.1	0.1	0.185379	0.0346824	0.0221508	0.0028341	0.0003140179	0.002709506
0.1	0.1	0.1	0.1	0.1	0.25208	0.397639	0.0437147	0.000601293	0.001375648	0.00437736
0.1	0.1	0.1	0.1	0.1	0.0208655	8.32324e-06	0.0187554	0.00705288	8.818839e-08	3.461842e-06
0.1	0.1	0.1	0.1	0.1	0.0233793	0.0104814	0.0496255	0.0583069	0.0005048849	0.005643285
0.1	0.1	0.1	0.1	0.1	0.00382629	0.769707	0.00299114	0.000942596	1.321715e-05	8.734082e-05
0.1	0.1	0.1	0.1	0.1	0.0579713	0.0892192	0.124905	0.513114	0.04454857	0.1387859
0.1	0.1	0.1	0.1	0.1	0.359659	0.257791	0.00365358	0.625801	0.03187647	0.106256
0.1	0.1	0.1	0.1	0.1	0.832271	0.910375	0.112724	0.0212285	0.1273951	0.09990678
0.1	0.1	0.1	0.1	0.1	0.0137904	0.0274652	0.0694091	0.00375332	0.000110915	0.004473814
0.1	0.1	0.1	0.1	0.1	0.708422	0.0135617	0.523828	0.222185	0.09467404	0.130768
0.1	0.1	0.1	0.1	0.1	0.00460121	0.000398027	0.000157431	0.110618	1.321646e-07	7.040949e-06
0.1	0.1	0.1	0.1	0.1	0.155089	0.1986	0.10452	0.0458659	0.02638817	0.1032651
0.1	0.1	0.1	0.1	0.1	0.0133726	0.0952752	0.385516	0.350805	0.02864719	0.08493661
0.1	0.1	0.1	0.1	0.1	0.00257248	0.0265141	0.0788523	0.0335675	0.0001671669	0.001887872
0.1	0.1	0.1	0.1	0.1	0.096501	0.133838	0.0591428	0.169273	0.02306969	0.08809001
0.1	0.1	0.1	0.1	0.1	0.0251096	0.066926	0.0273098	0.0233384	0.0006565828	0.005851198
0.1	0.1	0.1	0.1	0.1	0.0210212	0.00307219	0.00213687	0.178569	3.267895e-05	0.0005616032
0.1	0.1	0.1	0.1	0.1	0.00126863	0.00255754	0.131603	0.00829179	6.261752e-06	0.0001581964
0.1	0.1	0.1	0.1	0.1	0.200233	0.541094	8.86681e-05	0.0308658	0.0002328263	0.0004605174
0.1	0.1	0.1	0.1	0.1	0.0264921	0.30622	0.251642	0.35099	0.07216632	0.1579798
0.1	0.1	0.1	0.1	0.1	0.0196435	0.119077	0.0360132	0.375441	0.008568266	0.02967602
0.1	0.1	0.1	0.1	0.1	0.0019728	0.0523108	0.223649	0.0143477	0.0002752526	0.002632665
0.1	0.1	0.1	0.1	0.1	0.0736026	0.0202468	0.00410606	0.590881	0.001655324	0.00593728
0.1	0.1	0.1	0.1	0.1	0.000936832	0.00219409	0.000116728	0.0172419	2.250702e-08	2.170811e-06
0.1	0.1	0.1	0.1	0.1	0.0577665	0.183414	0.40174	0.250252	0.0923291	0.2060321
0.1	0.1	0.1	0.1	0.1	1.23188e-05	0.0656944	0.0997396	0.00371379	8.666231e-07	1.715173e-05
0.1	0.1	0.1	0.1	0.1	0.000602801	0.327218	0.119211	0.00911727	0.0001874062	0.001068147
0.1	0.1	0.1	0.1	0.1	0.0798757	0.0672796	0.0934249	0.130029	0.01484717	0.07219026
0.1	0.1	0.1	0.1	0.1	0.201651	0.0145009	0.0836015	0.589103	0.02483443	0.05246497
0.1	0.1	0.1	0.1	0.1	0.251143	0.110233	0.0152929	0.0072103	0.001533763	0.01016382
0.1	0.1	0.1	0.1	0.1	0.0277349	0.134834	0.106521	0.106735	0.01050105	0.04561259
0.1	0.1	0.1	0.1	0.1	0.000303659	0.0312787	0.930268	0.0247512	0.0001960403	0.0004991254
0.1	0.1	0.1	0.1	0.1	0.0098346	0.0203868	0.00557469	0.165535	0.0001536442	0.001347658
0.1	0.1	0.1	0.1	0.1	0.1946	0.0293207	0.151347	0.0607199	0.01229323	0.03973992
0.1	0.1	0.1	0.1	0.1	0.108204	0.00490844	0.0642596	0.039338	0.000804688	0.009638038
0.1	0.1	0.1	0.1	0.1	0.0183693	0.052432	0.00594238	0.0974977	0.000404974	0.004031558
0.1	0.1	0.1	0.1	0.1	0.0216044	0.00453744	0.0942594	0.993724	0.003509723	0.008551726
0.1	0.1	0.1	0.1	0.1	0.00486624	0.660419	0.445297	0.0649333	0.01878864	0.03432707
0.1	0.1	0.1	0.1	0.1	0.000477704	0.0834382	0.031161	0.0403149	5.921501e-05	0.0005201453
0.1	0.1	0.1	0.1	0.1	0.0113417	0.000442105	0.158665	0.00110777	2.177767e-06	4.405022e-05
0.1	0.1	0.1	0.1	0.1	0.0361926	0.000194382	0.143335	0.19131	0.000168499	0.001255026
0.1	0.1	0.1	0.1	0.1	0.00339282	0.312449	0.000417658	0.0548196	3.150873e-05	0.0002613467
0.1	0.1	0.1	0.1	0.1	0.00965787	0.000119958	0.049765	0.442827	3.127741e-05	0.0002319283
0.1	0.1	0.1	0.1	0.1	0.0823724	0.036902	0.0213543	0.225633	0.004941713	0.03317396
0.1	0.1	0.1	0.1	0.1	0.00675191	0.00651215	0.000274573	0.00696887	2.812278e-07	1.036689e-05
0.1	0.1	0.1	0.1	0.1	0.393065	0.0187387	0.00433743	0.0332722	0.0006730816	0.003978225
0.1	0.1	0.1	0.1	0.1	0.257764	0.0170831	0.00114639	0.108065	0.0003912043	0.00208513
0.1	0.1	0.1	0.1	0.1	0.242747	0.000948441	3.54048e-05	0.00113445	5.104578e-08	3.054427e-06
0.1	0.1	0.1	0.1	0.1	0.794159	0.0958572	0.0502045	0.0116562	0.01064186	0.0242899
0.1	0.1	0.1	0.1	0.1	0.150523	0.0142139	0.0716756	0.1102	0.005523382	0.02765878
0.1	0.1	0.1	0.1	0.1	0.0367242	0.336604	0.203068	0.217865	0.06194703	0.1942584
0.1	0.1	0.1	0.1	0.1	0.132214	0.0773942	0.0220539	0.237141	0.01245473	0.04977862
0.1	0.1	0.1	0.1	0.1	0.0123945	0.0179591	0.0878974	0.0682856	0.000877266	0.01091946
0.1	0.1	0.1	0.1	0.1	0.00501673	0.0128965	0.0626913	0.408266	0.0009014954	0.004926453
0.1	0.1	0.1	0.1	0.1	0.0116654	0.0357153	0.127111	0.00603952	0.0002724152	0.002906968
0.1	0.1	0.1	0.1	0.1	0.0290955	0.000118642	0.410746	0.399583	0.0004162091	0.001847027
0.1	0.1	0.1	0.1	0.1	0.000165553	0.000157165	0.0520914	0.0665729	3.441208e-07	2.957006e-05
0.1	0.1	0.1	0.1	0.1	0.110671	0.00222088	0.00942961	0.0217735	5.729646e-05	0.0008310487
0.1	0.1	0.1	0.1	0.1	0.223754	0.00756291	0.00102862	0.0390043	6.926805e-05	0.0003743817
0.1	0.1	0.1	0.1	0.1	0.916157	0.204178	0.271273	0.00159092	0.01657715	0.02238448
0.1	0.1	0.1	0.1	0.1	0.0103768	0.11477	0.118805	0.0305082	0.001946879	0.01278408
0.1	0.1	0.1	0.1	0.1	0.593343	0.347925	0.00154641	0.0508223	0.005051088	0.009864624
0.1	0.1	0.1	0.1	0.1	0.0135967	0.00406158	0.0608682	0.923892	0.001577014	0.005226584
0.1	0.1	0.1	0.1	0.1	0.52704	0.0830067	0.108615	0.00324946	0.005196903	0.01524525
0.1	0.1	0.1	0.1	0.1	0.00758618	0.000346414	0.000111241	0.0493867	7.148585e-08	6.560605e-06
0.1	0.1	0.1	0.1	0.1	0.415691	0.00209346	0.016876	0.725897	0.003781001	0.006638127
0.1	0.1	0.1	0.1	0.1	0.0410753	0.0261159	0.105367	0.0297274	0.001728254	0.01468684
0.1	0.1	0.1	0.1	0.1	0.0834672	0.165416	0.203648	0.0270805	0.0161805	0.07615341
0.1	0.1	0.1	0.1	0.1	0.642931	0.130117	0.323695	0.982975	0.5070633	0.5362064
0.1	0.1	0.1	0.1	0.1	4.83265e-05	0.160117	0.348124	0.526381	0.0008459329	0.001300204
0.1	0.1	0.1	0.1	0.1	5.09547e-05	0.553975	8.99569e-05	0.00493303	4.726101e-08	7.995133e-07
0.1	0.1	0.1	0.1	0.1	0.104264	0.353016	0.0711354	0.0115808	0.008452379	0.02742451
0.1	0.1	0.1	0.1	0.1	0.23643	0.0338144	5.57273e-08	0.000565052	1.728312e-09	1.162574e-08
0.1	0.1	0.1	0.1	0.1	0.108193	0.000690226	0.0652152	0.152447	0.0005013491	0.002868628
0.1	0.1	0.1	0.1	0.1	0.101034	0.00134038	0.0494991	0.1113	0.0005615946	0.005655076
0.1	0.1	0.1	0.1	0.1	0.113494	0.00188949	0.00301758	0.324152	0.0001737707	0.0008290741
0.1	0.1	0.1	0.1	0.1	0.0103934	0.00362678	0.0116755	0.00951984	8.911457e-06	0.0002809617
0.1	0.1	0.1	0.1	0.1	0.00131417	0.00340557	9.96486e-05	0.0272064	5.216334e-08	9.229111e-06
0.1	0.1	0.1	0.1	0.1	0.925982	0.319963	0.971587	0.0895899	0.4997926	0.4282416
0.1	0.1	0.1	0.1	0.1	0.119041	0.0687731	0.0507314	0.0484283	0.006572346	0.0424673
0.1	0.1	0.1	0.1	0.1	0.428851	0.0327181	0.00393109	0.0528833	0.001526836	0.006142425
0.1	0.1	0.1	0.1	0.1	0.00246387	0.00153149	0.115018	0.301453	0.0001401505	0.0019778
0.1	0.1	0.1	0.1	0.1	0.0575257	0.0597363	0.0371856	0.00147486	0.0001640288	0.001785594
0.1	0.1	0.1	0.1	0.1	0.000986636	0.0132922	0.0146596	0.678718	0.0001152124	0.0005007889
0.1	0.1	0.1	0.1	0.1	0.00362825	0.0391951	0.0553994	0.547431	0.001878402	0.006699637
0.1	0.1	0.1	0.1	0.1	0.00506304	0.214598	0.186424	0.0142633	0.001504528	0.008703672
0.1	0.1	0.1	0.1	0.1	0.990832	0.045346	0.0135053	0.356955	0.03335367	0.04435359
0.1	0.1	0.1	0.1	0.1	0.00675998	0.918779	0.00404494	0.049508	0.0007036046	0.001313557
0.1	0.1	0.1	0.1	0.1	0.0393356	0.000656609	0.0333533	0.028336	3.439448e-05	0.0006306773
0.1	0.1	0.1	0.1	0.1	0.965898	0.497928	0.066105	0.0869891	0.1629701	0.2094213
0.1	0.1	0.1	0.1	0.1	0.00236453	0.011662	0.182404	0.48908	0.001370083	0.0112543
0.1	0.1	0.1	0.1	0.1	0.847548	0.015996	0.0424948	0.853365	0.05665688	0.03947092
0.1	0.1	0.1	0.1	0.1	0.70524	0.00068915	0.0975969	0.0654976	0.001479069	0.003774727
0.1	0.1	0.1	0.1	0.1	0.211521	0.125819	0.188805	0.00364035	0.005687133	0.01979445
0.1	0.1	0.1	0.1	0.1	0.350452	0.0753233	0.0182403	0.0592947	0.008122337	0.03455071
0.1	0.1	0.1	0.1	0.1	0.0121602	0.782728	0.297673	0.00146864	0.001902638	0.005028987
0.1	0.1	0.1	0.1	0.1	0.106896	0.0149247	0.0283143	0.0990945	0.002038344	0.01749072
0.1	0.1	0.1	0.1	0.1	0.0253415	0.188341	0.102509	0.568322	0.03911835	0.09313204
0.1	0.1	0.1	0.1	0.1	0.000188754	0.00358125	0.0322018	0.00239585	1.846482e-07	8.735377e-06
0.1	0.1	0.1	0.1	0.1	0.0591205	0.202808	0.183395	0.00600487	0.004476524	0.0183053
0.1	0.1	0.1	0.1	0.1	0.00258909	0.0494003	0.0373424	0.0077509	5.167811e-05	0.001241904
0.1	0.1	0.1	0.1	0.1	0.00578616	0.266479	0.00794301	0.0683745	0.0005379877	0.003832343
0.1	0.1	0.1	0.1	0.1	0.000638888	0.0721846	0.00571122	0.00112535	8.727009e-07	3.342777e-05
0.1	0.1	0.1	0.1	0.1	0.0886165	0.0365962	0.767865	0.0684166	0.0293461	0.01951343
0.1	0.1	0.1	0.1	0.1	0.0217008	0.208598	0.268803	0.519986	0.06644607	0.1148545
0.1	0.1	0.1	0.1	0.1	0.206124	0.247708	0.224046	0.654101	0.2810547	0.4792516
0.1	0.1	0.1	0.1	0.1	0.133213	0.0412378	0.0112362	0.0370598	0.001310056	0.01422115
0.1	0.1	0.1	0.1	0.1	0.0782476	0.209774	0.106893	0.0295697	0.01228855	0.05636305
0.1	0.1	0.1	0.1	0.1	0.0103722	0.0629592	0.178851	0.000124097	2.055966e-05	0.0002346573
0.1	0.1	0.1	0.1	0.1	0.13402	0.0565079	0.840522	0.714071	0.2152955	0.3287158
0.1	0.1	0.1	0.1	0.1	9.38884e-06	0.132329	3.87745e-06	0.00406366	2.394551e-10	3.190495e-08
0.1	0.1	0.1	0.1	0.1	0.222055	0.105482	0.516212	0.978856	0.3534214	0.3956346
0.1	0.1	0.1	0.1	0.1	0.043022	0.0508171	0.00116369	0.0748787	0.0001676608	0.001871755
0.1	0.1	0.1	0.1	0.1	0.0598447	0.708743	0.00669328	0.0281245	0.003359725	0.01363762
0.1	0.1	0.1	0.1	0.1	0.366596	0.053851	0.373902	0.224689	0.1213533	0.1480623
0.1	0.1	0.1	0.1	0.1	0.00720082	0.418219	0.212851	0.0106944	0.002850795	0.01167557
0.1	0.1	0.1	0.1	0.1	0.383615	0.000226635	0.00945982	0.890315	0.0004858239	0.0002793642
0.1	0.1	0.1	0.1	0.1	0.0744347	0.0684116	0.508327	0.00620707	0.005451301	0.02392846
0.1	0.1	0.1	0.1	0.1	0.0885281	0.0022165	0.0421139	0.769599	0.002602248	0.008527632
0.1	0.1	0.1	0.1	0.1	0.348075	0.0341762	0.334852	0.0490635	0.0311161	0.08800376
0.1	0.1	0.1	0.1	0.1	0.175421	0.490435	0.307877	0.211778	0.2414999	0.4108067
0.1	0.1	0.1	0.1	0.1	0.00287149	0.0636267	0.154475	0.048017	0.0008065837	0.006409615
0.1	0.1	0.1	0.1	0.1	0.164575	0.0116706	0.961976	0.308171	0.06193292	0.07434425
0.1	0.1	0.1	0.1	0.1	0.0167837	0.00786453	0.153838	0.102896	0.0011143	0.008578889
0.1	0.1	0.1	0.1	0.1	0.00445449	0.0230193	0.1327	0.177488	0.001395763	0.0108387
0.1	0.1	0.1	0.1	0.1	0.00597861	0.000103055	0.482261	0.0112351	5.980746e-06	6.471622e-05
0.1	0.1	0.1	0.1	0.1	0.0438161	0.000480611	0.0545659	0.133605	0.0001462788	0.001826463
0.1	0.1	0.1	0.1	0.1	0.0452296	0.101979	0.110566	0.0696233	0.009220184	0.05028713
0.1	0.1	0.1	0.1	0.1	0.0292718	0.0356071	0.324948	0.0828079	0.008199626	0.04173035
0.1	0.1	0.1	0.1	0.1	0.0208107	0.0932981	0.00647211	0.00713989	9.604333e-05	0.001746071
0.1	0.1	0.1	0.1	0.1	7.34107e-05	0.0109886	0.147223	0.000244995	1.07038e-07	3.086569e-06
0.1	0.1	0.1	0.1	0.1	0.313972	0.090862	0.289385	0.0233659	0.03051655	0.07961122
0.1	0.1	0.1	0.1	0.1	0.211706	0.0112831	0.117822	0.0180416	0.002304273	0.01377403
0.1	0.1	0.1	0.1	0.1	0.0221433	0.0898028	0.196905	0.247037	0.01894859	0.06275407
0.1	0.1	0.1	0.1	0.1	0.77066	0.318003	0.225254	0.0681513	0.1940012	0.3014945
0.1	0.1	0.1	0.1	0.1	0.161764	0.0493167	0.0110846	0.0268726	0.001303515	0.01080625
0.1	0.1	0.1	0.1	0.1	0.100575	0.0546909	0.0102521	0.0097877	0.0003771721	0.003251182
0.1	0.1	0.1	0.1	0.1	0.338223	0.0804493	0.0246086	0.00720919	0.002159845	0.0127798
0.1	0.1	0.1	0.1	0.1	0.291915	1.3231e-05	0.358244	0.058402	8.299214e-05	0.0003078879
0.1	0.1	0.1	0.1	0.1	0.0218546	0.21699	0.131382	0.992708	0.06512752	0.0938177
