rho	e1	e2	e3	e4	pval1	pval2	pval3	pval4	Fisher	mvLMMs
0.1	0.05	0.1	0.15	0.2	0.842027	0.0151622	0.0157325	4.14733e-05	1.340261e-05	7.604116e-05
0.1	0.05	0.1	0.15	0.2	0.267302	0.0144605	0.02268	0.0058174	0.0003580497	0.003229505
0.1	0.05	0.1	0.15	0.2	0.657337	0.00864505	0.000209807	2.34757e-07	2.235528e-09	1.747412e-08
0.1	0.05	0.1	0.15	0.2	0.281241	0.00729598	0.0034805	9.25269e-07	3.170236e-08	8.277525e-07
0.1	0.05	0.1	0.15	0.2	0.00343032	0.54101	0.266875	0.00107528	0.0004373677	0.001417597
0.1	0.05	0.1	0.15	0.2	0.382934	0.10547	0.00886075	1.83443e-05	1.230686e-05	0.0001700812
0.1	0.05	0.1	0.15	0.2	0.36592	0.00117991	5.6695e-05	0.000427858	6.084479e-08	5.348212e-06
0.1	0.05	0.1	0.15	0.2	0.551043	0.00247191	0.00135782	0.068671	0.0001343893	0.002058424
0.1	0.05	0.1	0.15	0.2	0.497996	0.374074	0.417378	0.00181784	0.0246748	0.03471517
0.1	0.05	0.1	0.15	0.2	0.584768	0.551205	0.0219479	0.00564332	0.01086334	0.02262937
0.1	0.05	0.1	0.15	0.2	0.0467643	0.00108405	0.00608272	7.34417e-05	8.780915e-08	7.248294e-06
0.1	0.05	0.1	0.15	0.2	0.188652	3.83093e-06	0.0121917	0.00726801	2.660627e-07	7.851836e-06
0.1	0.05	0.1	0.15	0.2	0.935192	0.0151958	0.00506485	6.91401e-05	9.867819e-06	7.712593e-05
0.1	0.05	0.1	0.15	0.2	0.456694	0.0239654	0.000339655	0.00066416	4.671227e-06	8.215566e-05
0.1	0.05	0.1	0.15	0.2	0.609671	0.0011157	0.00673427	0.000316755	3.075294e-06	4.356629e-05
0.1	0.05	0.1	0.15	0.2	0.29359	0.00954658	0.0120548	0.0299949	0.000624208	0.002039602
0.1	0.05	0.1	0.15	0.2	0.106062	0.0121464	0.000633785	5.70219e-07	3.791962e-09	1.575518e-07
0.1	0.05	0.1	0.15	0.2	0.749303	0.0310241	0.0262323	4.28492e-05	3.596941e-05	8.58894e-05
0.1	0.05	0.1	0.15	0.2	0.212406	0.997941	0.000134597	5.43238e-08	1.283361e-08	1.91342e-07
0.1	0.05	0.1	0.15	0.2	0.0172351	0.0833157	3.85248e-05	2.94322e-05	9.839208e-09	2.32404e-06
0.1	0.05	0.1	0.15	0.2	0.000772295	0.217965	2.3665e-08	2.54664e-06	2.542411e-13	7.63229e-11
0.1	0.05	0.1	0.15	0.2	0.563306	0.00417114	0.0320575	5.38555e-05	7.531169e-06	4.975745e-05
0.1	0.05	0.1	0.15	0.2	0.850613	0.0883186	0.0231545	0.000299219	0.000404869	0.001443685
0.1	0.05	0.1	0.15	0.2	0.483206	0.107999	0.0094906	0.000504313	0.0002141905	0.001766583
0.1	0.05	0.1	0.15	0.2	0.00761267	0.457138	0.0056934	0.0013937	4.231351e-05	0.000456366
0.1	0.05	0.1	0.15	0.2	0.43865	0.132135	0.0979696	2.58838e-05	0.0001430858	0.0004786056
0.1	0.05	0.1	0.15	0.2	0.809296	0.0744466	8.71244e-09	0.00033312	1.426761e-09	9.423143e-09
0.1	0.05	0.1	0.15	0.2	0.408751	0.329587	0.000406556	0.000327204	2.940686e-05	0.000254067
0.1	0.05	0.1	0.15	0.2	0.0146442	0.154721	2.27025e-05	0.0205314	2.665115e-06	4.130505e-05
0.1	0.05	0.1	0.15	0.2	0.00232485	0.0294644	0.198153	4.63319e-07	3.55185e-08	1.008396e-06
0.1	0.05	0.1	0.15	0.2	0.0705035	0.105029	0.235887	0.00480618	0.003062061	0.01243254
0.1	0.05	0.1	0.15	0.2	0.121359	0.104269	0.0163427	9.19324e-06	4.404093e-06	0.0001866622
0.1	0.05	0.1	0.15	0.2	0.0269184	0.00163574	0.000696373	8.50093e-07	2.288807e-10	3.244277e-08
0.1	0.05	0.1	0.15	0.2	0.205678	0.00853979	0.00115676	1.4238e-06	1.676151e-08	1.090027e-05
0.1	0.05	0.1	0.15	0.2	0.0900888	0.0729075	6.79063e-06	0.000198047	3.816188e-08	4.667133e-06
0.1	0.05	0.1	0.15	0.2	0.663968	0.423578	0.0869135	0.021833	0.06075442	0.1322167
0.1	0.05	0.1	0.15	0.2	0.533577	0.000122541	7.33678e-06	6.27723e-06	5.600642e-11	2.387102e-09
0.1	0.05	0.1	0.15	0.2	0.293322	0.0730294	0.0744421	0.00131993	0.001091733	0.01076399
0.1	0.05	0.1	0.15	0.2	0.063451	0.24577	0.00266371	0.000392102	2.38731e-05	0.0003196415
0.1	0.05	0.1	0.15	0.2	0.287124	7.26423e-05	0.00415045	0.000134458	5.863361e-08	2.101415e-06
0.1	0.05	0.1	0.15	0.2	0.94009	0.0523178	0.000418514	0.0430185	0.0005643003	0.001280728
0.1	0.05	0.1	0.15	0.2	0.435945	0.355562	0.00431454	1.22601e-05	1.43264e-05	4.589552e-05
0.1	0.05	0.1	0.15	0.2	0.109024	0.110939	2.81037e-05	0.0208641	1.180633e-05	0.0002237908
0.1	0.05	0.1	0.15	0.2	0.218841	0.0311862	0.220369	0.0059099	0.003261153	0.01208031
0.1	0.05	0.1	0.15	0.2	0.00989	0.643978	0.023381	1.14022e-05	3.3445e-06	1.526913e-05
0.1	0.05	0.1	0.15	0.2	0.0124574	0.000612936	0.021002	0.00423408	1.787138e-06	0.0001131778
0.1	0.05	0.1	0.15	0.2	0.567814	0.00590693	0.0246685	1.30178e-06	3.49387e-07	3.358774e-06
0.1	0.05	0.1	0.15	0.2	0.288835	0.0456303	0.0164862	4.40637e-08	4.038244e-08	4.211041e-07
0.1	0.05	0.1	0.15	0.2	0.68957	0.0213065	0.0124084	2.70527e-06	1.528515e-06	7.960037e-06
0.1	0.05	0.1	0.15	0.2	0.38978	0.0754824	0.0027447	1.84578e-05	3.654734e-06	4.177313e-05
0.1	0.05	0.1	0.15	0.2	0.374785	0.0136351	0.000223344	5.06653e-08	5.984184e-10	3.496535e-08
0.1	0.05	0.1	0.15	0.2	0.619637	0.782011	0.00392081	5.41683e-06	1.67399e-05	1.910807e-05
0.1	0.05	0.1	0.15	0.2	0.45699	0.000449987	0.000131062	0.00266366	2.347683e-07	5.880436e-06
0.1	0.05	0.1	0.15	0.2	0.467727	0.156384	0.00245339	1.29346e-05	3.961204e-06	2.090436e-05
0.1	0.05	0.1	0.15	0.2	0.0186649	0.189283	0.0672896	0.000438304	0.0001095424	0.0009838683
0.1	0.05	0.1	0.15	0.2	0.969163	0.0248476	0.00272902	5.40716e-05	7.134333e-06	3.100152e-05
0.1	0.05	0.1	0.15	0.2	0.678396	0.059428	0.0831248	0.0157916	0.01247872	0.03654612
0.1	0.05	0.1	0.15	0.2	0.0201965	0.0519796	0.00305863	2.52538e-06	4.972061e-08	4.667826e-06
0.1	0.05	0.1	0.15	0.2	0.0051952	0.484803	0.000428647	1.206e-08	1.324265e-10	4.083337e-09
0.1	0.05	0.1	0.15	0.2	0.108331	0.0465369	0.00435301	0.00105505	3.063628e-05	0.0003979795
0.1	0.05	0.1	0.15	0.2	0.0811849	0.093586	0.00202239	4.26982e-06	2.683516e-07	7.107457e-06
0.1	0.05	0.1	0.15	0.2	0.0318596	0.0244931	0.257222	0.000117193	2.885897e-05	0.0002580222
0.1	0.05	0.1	0.15	0.2	0.436959	0.00139441	0.00503066	0.0486114	0.0001469021	0.000809983
0.1	0.05	0.1	0.15	0.2	0.373178	0.0788341	0.0013491	0.000229008	1.722177e-05	0.0001569113
0.1	0.05	0.1	0.15	0.2	0.0239673	0.00470567	2.10924e-06	0.00027708	8.574208e-10	3.003155e-07
0.1	0.05	0.1	0.15	0.2	0.00142686	0.0106181	0.000169761	5.37623e-06	1.444728e-10	5.289336e-08
0.1	0.05	0.1	0.15	0.2	0.261768	0.00020397	1.47384e-06	7.75674e-07	1.027289e-12	3.085837e-10
0.1	0.05	0.1	0.15	0.2	0.216137	0.105653	0.112302	0.00245039	0.002721409	0.003764706
0.1	0.05	0.1	0.15	0.2	0.259228	0.00458482	0.000883662	6.1512e-06	3.023198e-08	1.289473e-06
0.1	0.05	0.1	0.15	0.2	0.384124	0.130852	0.0148735	0.165872	0.02295998	0.06912422
0.1	0.05	0.1	0.15	0.2	0.17667	0.0946542	1.52131e-06	0.000155526	2.108794e-08	5.021759e-07
0.1	0.05	0.1	0.15	0.2	0.00493824	0.000682357	0.000146432	7.38722e-05	3.220342e-10	1.004691e-07
0.1	0.05	0.1	0.15	0.2	0.36436	0.134245	4.60534e-06	3.09936e-07	6.542159e-10	1.056129e-09
0.1	0.05	0.1	0.15	0.2	0.0785281	0.0300473	0.00225039	0.0043779	3.472847e-05	0.0007605017
0.1	0.05	0.1	0.15	0.2	0.514753	0.169353	0.00686422	2.40475e-05	2.155943e-05	0.0001079373
0.1	0.05	0.1	0.15	0.2	0.870511	0.418564	0.0660592	0.00216273	0.01209928	0.01025003
0.1	0.05	0.1	0.15	0.2	0.375919	0.0104128	6.99719e-06	0.000854766	1.170619e-07	2.757914e-06
0.1	0.05	0.1	0.15	0.2	0.576173	0.0671989	0.049188	4.77406e-05	9.139109e-05	0.0002573026
0.1	0.05	0.1	0.15	0.2	0.285699	0.191617	0.00637198	0.0121635	0.00181429	0.002188848
0.1	0.05	0.1	0.15	0.2	0.0228899	0.0162027	0.0190943	2.6409e-05	5.467049e-07	1.339904e-05
0.1	0.05	0.1	0.15	0.2	0.093152	0.203404	0.00010122	9.91524e-05	7.791976e-07	2.987476e-05
0.1	0.05	0.1	0.15	0.2	0.684538	0.548045	0.00506486	1.46059e-05	3.834453e-05	3.588504e-05
0.1	0.05	0.1	0.15	0.2	0.650195	0.24475	0.655618	0.0010164	0.01962764	0.01824488
0.1	0.05	0.1	0.15	0.2	0.521701	0.153089	0.00073908	1.20872e-05	1.707332e-06	1.843817e-05
0.1	0.05	0.1	0.15	0.2	0.123054	0.00070721	0.0011617	0.000111427	5.58461e-08	6.785499e-06
0.1	0.05	0.1	0.15	0.2	0.024758	0.245947	6.35254e-05	0.000114163	1.81271e-07	2.550165e-06
0.1	0.05	0.1	0.15	0.2	0.569628	0.109453	0.0751297	1.76964e-06	1.362757e-05	3.910868e-05
0.1	0.05	0.1	0.15	0.2	0.2249	0.00357141	0.0321275	0.00111001	3.707007e-05	0.001078638
0.1	0.05	0.1	0.15	0.2	0.203672	0.224693	0.0501966	2.58613e-05	7.970857e-05	0.0003963105
0.1	0.05	0.1	0.15	0.2	0.00993817	0.140442	0.00443966	9.80315e-06	2.533796e-07	1.741736e-05
0.1	0.05	0.1	0.15	0.2	0.755258	0.787525	0.0302556	0.0115777	0.03209157	0.02574846
0.1	0.05	0.1	0.15	0.2	0.0243591	0.0905635	0.0265492	0.000309392	2.445503e-05	0.0004039139
0.1	0.05	0.1	0.15	0.2	0.039633	0.0107317	0.0333263	6.23513e-07	4.625231e-08	2.4763e-06
0.1	0.05	0.1	0.15	0.2	0.0940152	0.00102796	0.000830518	0.000120719	3.995272e-08	1.485154e-06
0.1	0.05	0.1	0.15	0.2	0.414251	0.00651947	1.36833e-07	0.00405122	9.69411e-09	9.503205e-08
0.1	0.05	0.1	0.15	0.2	0.877027	0.175137	0.000152356	7.73537e-09	1.598715e-09	1.587523e-08
0.1	0.05	0.1	0.15	0.2	0.154724	0.0843178	0.00125446	0.000162448	5.610213e-06	7.844504e-05
0.1	0.05	0.1	0.15	0.2	0.235137	0.0857942	0.166966	1.012e-05	4.783167e-05	0.0002394019
0.1	0.05	0.1	0.15	0.2	0.93576	0.00548985	0.00146979	0.000747868	9.721682e-06	7.585665e-05
0.1	0.05	0.1	0.15	0.2	0.150623	0.0571162	0.0019343	1.21406e-05	6.31296e-07	9.152987e-06
0.1	0.05	0.1	0.15	0.2	0.0567139	0.0261343	2.88377e-05	0.00171454	2.286507e-07	7.512496e-06
0.1	0.05	0.1	0.15	0.2	0.530196	0.0500374	0.0497136	5.25126e-07	1.541439e-06	5.77569e-06
0.1	0.05	0.1	0.15	0.2	0.0112442	0.001505	0.00629785	9.94701e-05	5.568991e-08	7.148869e-06
0.1	0.05	0.1	0.15	0.2	0.701181	0.0246734	0.0175983	0.0036938	0.0007564174	0.005715494
0.1	0.05	0.1	0.15	0.2	0.0308073	0.116415	0.0178637	1.03897e-05	1.716349e-06	3.213619e-05
0.1	0.05	0.1	0.15	0.2	0.0260335	0.221086	0.000430824	1.83154e-07	3.271947e-09	1.200568e-07
0.1	0.05	0.1	0.15	0.2	0.526607	0.248944	0.0316149	1.91175e-05	8.917741e-05	0.0003210624
0.1	0.05	0.1	0.15	0.2	0.891602	0.0562629	0.0092288	0.000514611	0.0002212946	0.001230854
0.1	0.05	0.1	0.15	0.2	0.245959	0.0253344	0.000324494	0.0192519	4.72856e-05	0.0004719897
0.1	0.05	0.1	0.15	0.2	0.295296	0.59778	0.0233187	0.00223398	0.003474456	0.01037991
0.1	0.05	0.1	0.15	0.2	0.384037	0.129713	0.0239142	6.3546e-06	1.359949e-05	5.278534e-05
0.1	0.05	0.1	0.15	0.2	0.206632	0.536842	0.0360633	0.000375162	0.0008485355	0.003168656
0.1	0.05	0.1	0.15	0.2	0.387013	0.379349	0.000135896	0.0178808	0.0003332545	0.0003831855
0.1	0.05	0.1	0.15	0.2	0.231926	0.0210732	1.82955e-06	2.16485e-05	1.921687e-09	2.468741e-07
0.1	0.05	0.1	0.15	0.2	0.0402931	0.022777	0.00101413	1.37777e-06	9.176938e-09	5.473575e-07
0.1	0.05	0.1	0.15	0.2	0.675219	0.00227482	5.01928e-07	8.12859e-07	1.116973e-11	1.609716e-09
0.1	0.05	0.1	0.15	0.2	0.790138	0.000613206	0.00276881	2.0427e-07	2.019436e-09	2.719686e-08
0.1	0.05	0.1	0.15	0.2	0.504971	0.000404513	0.0157838	0.000183722	1.997507e-06	3.43166e-05
0.1	0.05	0.1	0.15	0.2	0.146584	0.000116074	0.0128233	4.60532e-05	4.024708e-08	9.017174e-07
0.1	0.05	0.1	0.15	0.2	0.379371	0.0984753	3.91476e-06	7.62052e-05	5.35825e-08	5.346091e-07
0.1	0.05	0.1	0.15	0.2	0.308292	0.149762	1.42062e-06	9.7753e-05	3.125517e-08	4.401226e-07
0.1	0.05	0.1	0.15	0.2	0.536567	0.0442775	1.95416e-05	1.95783e-07	8.31912e-10	1.674033e-08
0.1	0.05	0.1	0.15	0.2	0.266356	0.351809	0.120183	0.000282839	0.001560652	0.007610088
0.1	0.05	0.1	0.15	0.2	0.698919	0.0195748	0.0378591	0.0011269	0.0004074551	0.001000329
0.1	0.05	0.1	0.15	0.2	0.459894	0.154922	0.000999321	6.64991e-06	1.394577e-06	1.382938e-05
0.1	0.05	0.1	0.15	0.2	0.351743	0.0400114	0.00189735	0.00012661	5.84681e-06	9.245849e-05
0.1	0.05	0.1	0.15	0.2	0.0711555	0.0156362	0.00652228	0.000891091	1.200841e-05	0.0003445548
0.1	0.05	0.1	0.15	0.2	0.257157	0.00622337	0.0885371	3.2166e-07	1.613848e-07	1.185483e-06
0.1	0.05	0.1	0.15	0.2	0.410253	0.00959475	0.0875221	0.000324836	0.000105718	0.0006840959
0.1	0.05	0.1	0.15	0.2	0.467998	0.000224061	7.02482e-07	2.14476e-05	2.143441e-11	5.158463e-09
0.1	0.05	0.1	0.15	0.2	0.00364579	0.0425673	0.0401102	0.000480675	5.494009e-06	0.0001380243
0.1	0.05	0.1	0.15	0.2	0.241458	0.0431834	0.0307754	0.00832614	0.001357978	0.002969365
0.1	0.05	0.1	0.15	0.2	0.230343	0.0422167	0.243784	0.000161607	0.0002858362	0.0009607683
0.1	0.05	0.1	0.15	0.2	0.581398	0.00032691	0.0204344	0.00408545	2.303342e-05	0.0001216146
0.1	0.05	0.1	0.15	0.2	0.266526	0.0135688	0.000171772	5.85665e-08	2.85461e-10	4.328291e-08
0.1	0.05	0.1	0.15	0.2	0.0216645	0.168475	4.52193e-05	0.00265325	9.955591e-07	1.550502e-05
0.1	0.05	0.1	0.15	0.2	0.422736	9.97338e-05	2.25598e-05	4.66482e-08	1.385114e-12	3.384345e-10
0.1	0.05	0.1	0.15	0.2	0.590508	0.268736	0.00139705	2.41162e-07	2.053122e-07	9.583087e-07
0.1	0.05	0.1	0.15	0.2	0.774628	0.0285049	0.0699312	0.00337418	0.00220535	0.01082165
0.1	0.05	0.1	0.15	0.2	0.019139	2.0513e-06	7.25702e-05	2.52015e-06	1.657563e-13	1.342655e-10
0.1	0.05	0.1	0.15	0.2	0.0149554	0.0195426	2.56515e-06	0.000959186	6.633015e-09	4.095016e-06
0.1	0.05	0.1	0.15	0.2	0.22077	0.105602	0.000394095	0.000216863	4.467772e-06	4.20821e-05
0.1	0.05	0.1	0.15	0.2	0.650956	0.0934185	0.0835464	9.07016e-07	1.106952e-05	1.600525e-05
0.1	0.05	0.1	0.15	0.2	0.0709007	0.0375081	0.00222776	9.17272e-06	2.066021e-07	7.398855e-06
0.1	0.05	0.1	0.15	0.2	0.0580297	0.000419305	0.0132336	2.5682e-05	4.513587e-08	3.766204e-06
0.1	0.05	0.1	0.15	0.2	0.255697	0.147297	0.103242	3.16106e-05	0.0001187622	0.001056433
0.1	0.05	0.1	0.15	0.2	0.275352	0.559485	0.0275057	0.0110856	0.01148172	0.02129367
0.1	0.05	0.1	0.15	0.2	0.162381	0.0207892	0.000369382	1.34248e-09	3.530476e-11	3.103818e-09
0.1	0.05	0.1	0.15	0.2	0.107043	0.943224	0.00170663	2.1903e-06	1.096931e-06	2.154517e-06
0.1	0.05	0.1	0.15	0.2	0.442377	0.0689289	0.0941904	6.38253e-09	7.077256e-08	2.084479e-07
0.1	0.05	0.1	0.15	0.2	0.89174	0.558336	0.0139464	0.0126779	0.01755813	0.02281292
0.1	0.05	0.1	0.15	0.2	0.489072	0.00219604	0.00336195	1.00519e-05	1.601193e-07	2.263092e-06
0.1	0.05	0.1	0.15	0.2	0.623849	0.539586	0.163253	0.000202132	0.004194706	0.003260445
0.1	0.05	0.1	0.15	0.2	0.0547421	0.00163386	1.7578e-05	3.78455e-07	1.256839e-11	5.577495e-09
0.1	0.05	0.1	0.15	0.2	0.107485	0.0459078	0.000367443	1.46273e-07	2.054205e-09	1.406204e-07
0.1	0.05	0.1	0.15	0.2	0.00439774	0.650542	0.0371754	0.000103787	1.84527e-05	9.536225e-05
0.1	0.05	0.1	0.15	0.2	0.0522434	0.0205761	0.000307519	6.63915e-07	1.675751e-09	1.94457e-07
0.1	0.05	0.1	0.15	0.2	0.738359	0.0510647	0.490694	7.88881e-07	2.071475e-05	1.355206e-05
0.1	0.05	0.1	0.15	0.2	0.0600878	0.521787	0.000629427	2.43813e-06	1.967034e-07	1.830864e-06
0.1	0.05	0.1	0.15	0.2	0.959471	0.0169482	5.46313e-05	0.00262103	4.964756e-06	3.367551e-05
0.1	0.05	0.1	0.15	0.2	0.782575	0.000237148	0.0252582	0.000285153	2.793796e-06	1.732481e-05
0.1	0.05	0.1	0.15	0.2	0.405905	0.692778	0.336122	0.0249024	0.1489626	0.198254
0.1	0.05	0.1	0.15	0.2	0.0260335	0.221086	0.000430824	1.83154e-07	3.271947e-09	1.200568e-07
0.1	0.05	0.1	0.15	0.2	0.872327	0.0301564	0.00239305	0.0445788	0.001391124	0.004548652
0.1	0.05	0.1	0.15	0.2	0.053764	0.0190607	0.00381907	0.00637644	3.608158e-05	0.0009279451
0.1	0.05	0.1	0.15	0.2	0.025248	0.000637086	2.1166e-05	7.82677e-05	2.868644e-10	1.030259e-07
0.1	0.05	0.1	0.15	0.2	0.186502	0.00179027	0.00578423	1.93763e-08	3.333492e-10	1.180292e-08
0.1	0.05	0.1	0.15	0.2	0.0742358	0.0476865	3.88455e-05	0.000597502	2.755364e-07	6.522164e-06
0.1	0.05	0.1	0.15	0.2	0.588921	0.000851705	0.000522031	5.50448e-11	3.612666e-13	1.800351e-11
0.1	0.05	0.1	0.15	0.2	0.0135849	0.000823543	0.00100196	1.56056e-05	1.84706e-09	6.895797e-07
0.1	0.05	0.1	0.15	0.2	0.059545	4.40336e-06	5.02992e-07	5.92805e-06	3.241851e-14	1.092114e-10
0.1	0.05	0.1	0.15	0.2	0.0197067	0.0967946	0.000439618	0.000588924	1.277246e-06	4.780545e-05
0.1	0.05	0.1	0.15	0.2	0.238614	0.0133536	0.00448524	4.40201e-05	1.795265e-06	4.341369e-05
0.1	0.05	0.1	0.15	0.2	0.460308	0.207591	1.59924e-05	0.00322566	8.128793e-06	2.028935e-05
0.1	0.05	0.1	0.15	0.2	0.550579	0.0628586	0.0359629	0.00559259	0.002880312	0.006920718
0.1	0.05	0.1	0.15	0.2	0.61779	0.00213056	0.161712	4.91824e-07	4.06366e-07	2.70855e-06
0.1	0.05	0.1	0.15	0.2	0.800512	0.00721083	0.0172774	0.00296853	0.000263861	0.001042538
0.1	0.05	0.1	0.15	0.2	0.279018	0.00817714	2.46564e-05	5.78419e-05	1.904501e-08	2.550958e-06
0.1	0.05	0.1	0.15	0.2	0.207064	0.00887711	0.000766244	1.64025e-05	9.470768e-08	1.198433e-05
0.1	0.05	0.1	0.15	0.2	0.548572	0.0758332	0.0816873	8.74577e-07	6.458428e-06	1.747174e-05
0.1	0.05	0.1	0.15	0.2	0.155713	0.00772778	0.00580548	0.00131104	1.494317e-05	0.0001913421
0.1	0.05	0.1	0.15	0.2	0.507394	0.0784988	0.0430693	1.9e-07	7.845977e-07	2.80822e-06
0.1	0.05	0.1	0.15	0.2	0.0058266	0.0217762	1.06142e-05	0.0114538	7.71276e-08	5.997738e-06
0.1	0.05	0.1	0.15	0.2	0.305346	0.000391985	1.92679e-06	2.6635e-05	1.051484e-10	5.333017e-08
0.1	0.05	0.1	0.15	0.2	0.941848	0.00616403	0.00122689	5.73549e-07	2.055514e-08	8.388768e-08
0.1	0.05	0.1	0.15	0.2	8.0041e-05	0.0288042	0.000497472	1.4194e-06	2.422906e-11	7.650303e-09
0.1	0.05	0.1	0.15	0.2	0.67518	0.0150934	0.000505789	0.000477059	4.64686e-06	5.001612e-05
0.1	0.05	0.1	0.15	0.2	0.249126	0.189609	0.0124441	0.189049	0.02073262	0.06074883
0.1	0.05	0.1	0.15	0.2	0.582587	0.00813659	0.000281416	0.0119382	2.2573e-05	0.0005087433
0.1	0.05	0.1	0.15	0.2	0.60335	0.484661	0.00102096	0.00105269	0.0002346626	0.0003769382
0.1	0.05	0.1	0.15	0.2	0.506813	0.0345635	0.00765048	3.38716e-05	8.496003e-06	5.889409e-05
0.1	0.05	0.1	0.15	0.2	0.444611	0.541444	0.000401475	0.000621339	7.132845e-05	0.0002284582
0.1	0.05	0.1	0.15	0.2	0.142019	0.0320491	0.0202239	1.06269e-06	3.170843e-07	6.283829e-06
0.1	0.05	0.1	0.15	0.2	0.106408	0.017616	0.00168945	0.00013052	1.109433e-06	3.284273e-05
0.1	0.05	0.1	0.15	0.2	0.990509	0.242459	0.0405874	8.85672e-06	9.755291e-05	0.0001050978
0.1	0.05	0.1	0.15	0.2	0.139414	0.293934	0.000170377	1.47242e-08	8.194005e-10	7.114011e-09
0.1	0.05	0.1	0.15	0.2	0.0114144	0.0189741	0.000797698	0.00124129	6.674629e-07	3.741874e-05
0.1	0.05	0.1	0.15	0.2	0.322484	0.00354129	0.00688496	9.67391e-10	7.46686e-11	2.28817e-09
0.1	0.05	0.1	0.15	0.2	0.554642	0.0004564	0.00678144	1.36037e-07	1.302336e-09	9.700135e-09
0.1	0.05	0.1	0.15	0.2	0.000585796	0.0396492	0.00538307	0.00163167	5.999879e-07	2.573866e-05
0.1	0.05	0.1	0.15	0.2	0.167294	0.0722601	7.58442e-07	3.62391e-06	3.501851e-10	2.07566e-08
0.1	0.05	0.1	0.15	0.2	0.219155	0.0214944	0.0036456	6.36296e-06	4.500513e-07	1.416197e-05
0.1	0.05	0.1	0.15	0.2	0.121613	0.000722891	0.000158059	6.9564e-08	1.870759e-11	5.217112e-09
0.1	0.05	0.1	0.15	0.2	0.519353	0.177606	7.87444e-05	1.70486e-07	8.812939e-09	8.849276e-08
0.1	0.05	0.1	0.15	0.2	0.766585	0.16021	0.0356933	3.16268e-07	2.922375e-06	7.640354e-06
0.1	0.05	0.1	0.15	0.2	0.981072	0.0129563	0.0538583	0.00251264	0.0009916362	0.002591702
0.1	0.05	0.1	0.15	0.2	0.775821	0.298727	0.265428	0.0012812	0.01660373	0.01994714
0.1	0.05	0.1	0.15	0.2	0.274071	0.578051	0.0110209	1.83734e-09	1.715921e-08	5.12432e-08
0.1	0.05	0.1	0.15	0.2	0.0169223	0.061726	0.00621908	0.0035165	3.205555e-05	0.0008307317
0.1	0.05	0.1	0.15	0.2	0.44027	0.833734	0.172417	0.0088001	0.06169036	0.09284414
0.1	0.05	0.1	0.15	0.2	0.610493	0.0942776	0.0754484	5.46576e-05	0.0002049895	0.0002219098
0.1	0.05	0.1	0.15	0.2	0.845792	0.0212553	0.0638152	0.0169333	0.006135988	0.01063781
0.1	0.05	0.1	0.15	0.2	0.161635	0.00952141	0.00304404	0.000250837	2.859669e-06	8.169347e-05
0.1	0.05	0.1	0.15	0.2	0.380163	0.00312943	0.000136017	9.06597e-05	5.317266e-08	6.933833e-07
0.1	0.05	0.1	0.15	0.2	0.8039	0.503648	0.00163637	0.00010047	7.339785e-05	0.0001515165
0.1	0.05	0.1	0.15	0.2	0.606281	0.053268	0.000145776	0.00061635	5.81258e-06	2.516098e-05
0.1	0.05	0.1	0.15	0.2	0.0999927	0.000412509	0.0186938	0.00592144	8.959192e-06	0.0001886661
0.1	0.05	0.1	0.15	0.2	0.0366859	0.0152519	0.00317556	0.000432692	1.906244e-06	0.0001225268
0.1	0.05	0.1	0.15	0.2	0.212505	0.00886697	0.00105742	1.122e-05	1.039782e-07	5.889939e-06
0.1	0.05	0.1	0.15	0.2	0.156673	7.18118e-06	0.000183385	2.72074e-09	1.609823e-14	1.028725e-11
0.1	0.05	0.1	0.15	0.2	0.919032	0.20085	0.0108099	7.70532e-06	2.726843e-05	5.928102e-05
0.1	0.05	0.1	0.15	0.2	0.0286759	0.00175016	0.0003576	4.18867e-05	5.117566e-09	8.708174e-07
0.1	0.05	0.1	0.15	0.2	0.605161	0.0268466	0.00467581	0.00764796	0.0004238516	0.003056782
0.1	0.05	0.1	0.15	0.2	0.424995	0.119382	0.00656653	8.83827e-06	6.306439e-06	6.38898e-05
0.1	0.05	0.1	0.15	0.2	0.942552	0.727463	0.0326286	0.0299782	0.06874905	0.07481055
0.1	0.05	0.1	0.15	0.2	0.241474	0.00464473	1.19002e-07	2.22629e-08	1.275646e-13	7.419888e-10
0.1	0.05	0.1	0.15	0.2	0.753156	0.115153	0.00454621	0.00024779	9.949763e-05	0.0008244772
0.1	0.05	0.1	0.15	0.2	0.114223	0.0222595	0.00068904	4.64456e-05	3.556345e-07	1.208051e-05
0.1	0.05	0.1	0.15	0.2	0.153234	0.0838814	0.000884423	0.00294174	4.519242e-05	0.00046837
0.1	0.05	0.1	0.15	0.2	0.622057	0.00457873	0.0477431	0.00322876	0.0003165807	0.001091646
0.1	0.05	0.1	0.15	0.2	0.0219977	0.317918	0.00636905	0.0981686	0.00193048	0.008543109
0.1	0.05	0.1	0.15	0.2	0.513034	4.9108e-05	0.0125008	0.000804501	7.148426e-07	4.106894e-06
0.1	0.05	0.1	0.15	0.2	0.480833	0.0842961	0.000472738	6.79721e-05	3.121677e-06	1.393619e-05
0.1	0.05	0.1	0.15	0.2	0.246057	0.00776457	0.00722522	0.0101328	0.0001532258	0.00263122
0.1	0.05	0.1	0.15	0.2	0.538951	0.0474405	0.0441267	0.00011396	0.0001297322	0.0005242095
