rho	e	Marginal pval	Multivariate pval	type
0	0.1	0.237319	0.004631298	Nonadmixed Indep
0	0.1	0.0270556	0.0001395216	Nonadmixed Indep
0	0.1	0.00907462	0.001457285	Nonadmixed Indep
0	0.1	0.00534495	9.003777e-05	Nonadmixed Indep
0	0.1	0.25565	0.001242753	Nonadmixed Indep
0	0.1	0.00681722	0.002022126	Nonadmixed Indep
0	0.1	0.934947	0.002230105	Nonadmixed Indep
0	0.1	0.0327292	0.00390272	Nonadmixed Indep
0	0.1	0.000105096	1.004354e-10	Nonadmixed Indep
0	0.1	0.000977936	0.0007041462	Nonadmixed Indep
0	0.1	0.413344	0.008638202	Nonadmixed Indep
0	0.1	0.0010101	0.0001061243	Nonadmixed Indep
0	0.1	0.0265813	0.0003237935	Nonadmixed Indep
0	0.1	0.16675	0.007309721	Nonadmixed Indep
0	0.1	0.286161	0.007988336	Nonadmixed Indep
0	0.1	0.0590699	0.0005505201	Nonadmixed Indep
0	0.1	0.0207907	0.0004537124	Nonadmixed Indep
0	0.1	0.0260582	1.515711e-06	Nonadmixed Indep
0	0.1	0.000496844	1.940433e-06	Nonadmixed Indep
0	0.1	0.33192	0.0001227633	Nonadmixed Indep
0	0.1	0.0153904	0.007157666	Nonadmixed Indep
